user_id,preference_id,weight
64,service,5
64,capacity,3
65,speed,2
65,clean,5
65,calm,1
65,comfortable,5
65,service,2
65,capacity,0
66,speed,1
66,clean,2
66,calm,0
66,comfortable,0
66,service,2
66,capacity,5
67,speed,5
67,clean,5
67,calm,0
67,comfortable,2
67,service,5
67,capacity,0
68,speed,0
68,clean,4
68,calm,1
68,comfortable,4
68,service,3
68,capacity,1
69,speed,5
69,clean,2
69,calm,0
69,comfortable,5
69,service,4
69,capacity,5
70,speed,2
70,clean,2
70,calm,2
70,comfortable,5
70,service,1
70,capacity,1
71,speed,4
71,clean,1
71,calm,1
71,comfortable,0
71,service,0
71,capacity,5
72,speed,0
72,clean,1
72,calm,3
72,comfortable,1
72,service,0
72,capacity,4
73,speed,4
73,clean,0
73,calm,2
73,comfortable,3
73,service,5
73,capacity,1
74,speed,5
74,clean,4
74,calm,1
74,comfortable,0
74,service,4
74,capacity,0
75,speed,4
75,clean,0
75,calm,0
75,comfortable,1
75,service,0
75,capacity,4
76,speed,4
76,clean,2
76,calm,2
76,comfortable,3
76,service,5
76,capacity,4
77,speed,1
77,clean,3
77,calm,3
77,comfortable,1
77,service,4
77,capacity,1
78,speed,5
78,clean,3
78,calm,5
78,comfortable,2
78,service,5
78,capacity,2
79,speed,3
79,clean,0
79,calm,0
79,comfortable,2
79,service,1
79,capacity,0
80,speed,1
80,clean,4
80,calm,1
80,comfortable,3
80,service,1
80,capacity,3
81,speed,3
81,clean,3
81,calm,5
81,comfortable,4
81,service,3
81,capacity,2
82,speed,4
82,clean,3
82,calm,1
82,comfortable,3
82,service,5
82,capacity,1
83,speed,3
83,clean,1
83,calm,4
83,comfortable,0
83,service,1
83,capacity,2
84,speed,0
84,clean,3
84,calm,2
84,comfortable,3
84,service,5
84,capacity,4
85,speed,5
85,clean,4
85,calm,5
85,comfortable,0
85,service,4
85,capacity,4
86,speed,2
86,clean,3
86,calm,2
86,comfortable,1
86,service,2
86,capacity,1
87,speed,4
87,clean,4
87,calm,2
87,comfortable,5
87,service,2
87,capacity,3
88,speed,3
88,clean,4
88,calm,5
88,comfortable,2
88,service,5
88,capacity,3
89,speed,0
89,clean,1
89,calm,0
89,comfortable,2
89,service,1
89,capacity,3
90,speed,3
90,clean,5
90,calm,4
90,comfortable,2
90,service,1
90,capacity,2
91,speed,5
91,clean,2
91,calm,1
91,comfortable,1
91,service,2
91,capacity,5
92,speed,0
92,clean,0
92,calm,0
92,comfortable,3
92,service,5
92,capacity,1
93,speed,2
93,clean,2
93,calm,1
93,comfortable,1
93,service,5
93,capacity,0
94,speed,4
94,clean,0
94,calm,1
94,comfortable,0
94,service,0
94,capacity,3
95,speed,3
95,clean,0
95,calm,0
95,comfortable,0
95,service,5
95,capacity,1
96,speed,4
96,clean,4
96,calm,1
96,comfortable,5
96,service,1
96,capacity,4
97,speed,0
97,clean,0
97,calm,3
97,comfortable,1
97,service,2
97,capacity,0
98,speed,2
98,clean,0
98,calm,1
98,comfortable,0
98,service,5
98,capacity,2
99,speed,5
99,clean,1
99,calm,1
99,comfortable,3
99,service,0
99,capacity,5
100,speed,2
100,clean,4
100,calm,2
100,comfortable,1
100,service,3
100,capacity,4
101,speed,4
101,clean,2
101,calm,5
101,comfortable,5
101,service,5
101,capacity,4
102,speed,0
102,clean,3
102,calm,3
102,comfortable,5
102,service,4
102,capacity,0
103,speed,1
103,clean,4
103,calm,5
103,comfortable,2
103,service,3
103,capacity,0
104,speed,1
104,clean,1
104,calm,0
104,comfortable,4
104,service,0
104,capacity,3
105,speed,2
105,clean,5
105,calm,3
105,comfortable,2
105,service,3
105,capacity,2
106,speed,3
106,clean,2
106,calm,1
106,comfortable,1
106,service,0
106,capacity,2
107,speed,0
107,clean,2
107,calm,0
107,comfortable,3
107,service,5
107,capacity,3
108,speed,5
108,clean,2
108,calm,2
108,comfortable,3
108,service,0
108,capacity,4
109,speed,0
109,clean,3
109,calm,0
109,comfortable,2
109,service,2
109,capacity,5
110,speed,4
110,clean,1
110,calm,1
110,comfortable,5
110,service,4
110,capacity,0
111,speed,3
111,clean,3
111,calm,2
111,comfortable,4
111,service,1
111,capacity,0
112,speed,5
112,clean,0
112,calm,4
112,comfortable,0
112,service,3
112,capacity,4
113,speed,4
113,clean,0
113,calm,2
113,comfortable,2
113,service,2
113,capacity,3
114,speed,1
114,clean,3
114,calm,0
114,comfortable,3
114,service,5
114,capacity,2
115,speed,3
115,clean,4
115,calm,0
115,comfortable,2
115,service,5
115,capacity,5
116,speed,0
116,clean,0
116,calm,3
116,comfortable,4
116,service,3
116,capacity,4
117,speed,3
117,clean,0
117,calm,1
117,comfortable,0
117,service,5
117,capacity,4
118,speed,1
118,clean,3
118,calm,3
118,comfortable,5
118,service,1
118,capacity,3
119,speed,5
119,clean,5
119,calm,1
119,comfortable,1
119,service,5
119,capacity,0
120,speed,5
120,clean,4
120,calm,0
120,comfortable,2
120,service,1
120,capacity,1
121,speed,4
121,clean,1
121,calm,5
121,comfortable,0
121,service,3
121,capacity,3
122,speed,5
122,clean,3
122,calm,4
122,comfortable,1
122,service,0
122,capacity,5
123,speed,1
123,clean,0
123,calm,2
123,comfortable,5
123,service,2
123,capacity,4
124,speed,3
124,clean,3
124,calm,3
124,comfortable,0
124,service,3
124,capacity,2
125,speed,4
125,clean,4
125,calm,3
125,comfortable,1
125,service,4
125,capacity,5
126,speed,0
126,clean,3
126,calm,5
126,comfortable,2
126,service,1
126,capacity,5
127,speed,5
127,clean,3
127,calm,2
127,comfortable,4
127,service,2
127,capacity,1
128,speed,0
128,clean,2
128,calm,5
128,comfortable,1
128,service,5
128,capacity,3
129,speed,4
129,clean,0
129,calm,0
129,comfortable,2
129,service,4
129,capacity,5
130,speed,0
130,clean,3
130,calm,3
130,comfortable,2
130,service,5
130,capacity,1
131,speed,5
131,clean,4
131,calm,0
131,comfortable,1
131,service,4
131,capacity,0
132,speed,2
132,clean,2
132,calm,5
132,comfortable,2
132,service,0
132,capacity,1
133,speed,3
133,clean,2
133,calm,3
133,comfortable,0
133,service,3
133,capacity,4
134,speed,2
134,clean,5
134,calm,2
134,comfortable,2
134,service,2
134,capacity,3
135,speed,1
135,clean,1
135,calm,3
135,comfortable,5
135,service,3
135,capacity,2
136,speed,5
136,clean,5
136,calm,5
136,comfortable,0
136,service,2
136,capacity,4
137,speed,0
137,clean,0
137,calm,2
137,comfortable,3
137,service,3
137,capacity,4
138,speed,2
138,clean,5
138,calm,1
138,comfortable,4
138,service,4
138,capacity,3
139,speed,0
139,clean,3
139,calm,3
139,comfortable,1
139,service,2
139,capacity,3
140,speed,5
140,clean,2
140,calm,5
140,comfortable,4
140,service,1
140,capacity,0
141,speed,1
141,clean,4
141,calm,0
141,comfortable,5
141,service,3
141,capacity,2
142,speed,5
142,clean,0
142,calm,0
142,comfortable,4
142,service,5
142,capacity,0
143,speed,1
143,clean,0
143,calm,5
143,comfortable,2
143,service,3
143,capacity,5
144,speed,0
144,clean,1
144,calm,0
144,comfortable,5
144,service,4
144,capacity,2
145,speed,3
145,clean,5
145,calm,0
145,comfortable,3
145,service,4
145,capacity,2
146,speed,3
146,clean,2
146,calm,1
146,comfortable,1
146,service,3
146,capacity,0
147,speed,3
147,clean,3
147,calm,1
147,comfortable,3
147,service,4
147,capacity,3
148,speed,4
148,clean,4
148,calm,3
148,comfortable,1
148,service,1
148,capacity,4
149,speed,2
149,clean,0
149,calm,1
149,comfortable,0
149,service,4
149,capacity,3
150,speed,5
150,clean,1
150,calm,4
150,comfortable,4
150,service,2
150,capacity,0
151,speed,4
151,clean,2
151,calm,2
151,comfortable,4
151,service,4
151,capacity,4
152,speed,4
152,clean,0
152,calm,5
152,comfortable,4
152,service,1
152,capacity,0
153,speed,1
153,clean,2
153,calm,1
153,comfortable,0
153,service,1
153,capacity,3
154,speed,3
154,clean,5
154,calm,2
154,comfortable,4
154,service,4
154,capacity,4
155,speed,1
155,clean,4
155,calm,1
155,comfortable,1
155,service,0
155,capacity,3
156,speed,5
156,clean,1
156,calm,0
156,comfortable,4
156,service,4
156,capacity,3
157,speed,5
157,clean,2
157,calm,3
157,comfortable,5
157,service,3
157,capacity,2
158,speed,3
158,clean,4
158,calm,5
158,comfortable,2
158,service,3
158,capacity,1
159,speed,3
159,clean,5
159,calm,3
159,comfortable,2
159,service,5
159,capacity,4
160,speed,4
160,clean,0
160,calm,4
160,comfortable,4
160,service,5
160,capacity,0
161,speed,3
161,clean,0
161,calm,2
161,comfortable,1
161,service,2
161,capacity,2
162,speed,3
162,clean,4
162,calm,2
162,comfortable,5
162,service,0
162,capacity,3
163,speed,2
163,clean,1
163,calm,0
163,comfortable,4
163,service,4
163,capacity,3
164,speed,3
164,clean,5
164,calm,1
164,comfortable,2
164,service,0
164,capacity,4
165,speed,1
165,clean,4
165,calm,3
165,comfortable,5
165,service,4
165,capacity,2
166,speed,1
166,clean,2
166,calm,5
166,comfortable,0
166,service,4
166,capacity,0
167,speed,5
167,clean,5
167,calm,3
167,comfortable,1
167,service,0
167,capacity,5
168,speed,1
168,clean,2
168,calm,0
168,comfortable,0
168,service,5
168,capacity,1
169,speed,5
169,clean,4
169,calm,5
169,comfortable,5
169,service,5
169,capacity,2
170,speed,4
170,clean,4
170,calm,5
170,comfortable,1
170,service,0
170,capacity,4
171,speed,1
171,clean,0
171,calm,3
171,comfortable,0
171,service,4
171,capacity,5
172,speed,1
172,clean,3
172,calm,1
172,comfortable,5
172,service,3
172,capacity,0
173,speed,1
173,clean,0
173,calm,0
173,comfortable,3
173,service,0
173,capacity,0
174,speed,5
174,clean,3
174,calm,3
174,comfortable,3
174,service,1
174,capacity,4
175,speed,2
175,clean,1
175,calm,0
175,comfortable,4
175,service,4
175,capacity,5
176,speed,3
176,clean,1
176,calm,2
176,comfortable,2
176,service,2
176,capacity,0
177,speed,3
177,clean,0
177,calm,0
177,comfortable,5
177,service,3
177,capacity,0
178,speed,3
178,clean,5
178,calm,2
178,comfortable,1
178,service,5
178,capacity,1
179,speed,2
179,clean,0
179,calm,0
179,comfortable,1
179,service,0
179,capacity,5
180,speed,3
180,clean,0
180,calm,4
180,comfortable,1
180,service,4
180,capacity,5
181,speed,1
181,clean,4
181,calm,2
181,comfortable,3
181,service,1
181,capacity,3
182,speed,3
182,clean,3
182,calm,0
182,comfortable,3
182,service,5
182,capacity,0
183,speed,5
183,clean,0
183,calm,1
183,comfortable,2
183,service,2
183,capacity,3
184,speed,3
184,clean,3
184,calm,3
184,comfortable,2
184,service,4
184,capacity,1
185,speed,3
185,clean,3
185,calm,0
185,comfortable,0
185,service,1
185,capacity,4
186,speed,5
186,clean,0
186,calm,0
186,comfortable,1
186,service,1
186,capacity,3
187,speed,5
187,clean,3
187,calm,1
187,comfortable,5
187,service,3
187,capacity,0
188,speed,5
188,clean,2
188,calm,1
188,comfortable,3
188,service,5
188,capacity,5
189,speed,1
189,clean,3
189,calm,3
189,comfortable,5
189,service,5
189,capacity,2
190,speed,2
190,clean,4
190,calm,1
190,comfortable,1
190,service,0
190,capacity,2
191,speed,4
191,clean,0
191,calm,2
191,comfortable,1
191,service,2
191,capacity,5
192,speed,0
192,clean,5
192,calm,2
192,comfortable,0
192,service,0
192,capacity,4
193,speed,0
193,clean,2
193,calm,5
193,comfortable,0
193,service,0
193,capacity,2
194,speed,3
194,clean,5
194,calm,3
194,comfortable,0
194,service,5
194,capacity,4
195,speed,2
195,clean,3
195,calm,4
195,comfortable,5
195,service,5
195,capacity,4
196,speed,2
196,clean,3
196,calm,2
196,comfortable,3
196,service,5
196,capacity,1
197,speed,2
197,clean,5
197,calm,1
197,comfortable,0
197,service,3
197,capacity,2
198,speed,0
198,clean,0
198,calm,5
198,comfortable,4
198,service,3
198,capacity,0
199,speed,1
199,clean,0
199,calm,1
199,comfortable,0
199,service,1
199,capacity,4
200,speed,4
200,clean,4
200,calm,5
200,comfortable,3
200,service,2
200,capacity,5
201,speed,2
201,clean,2
201,calm,4
201,comfortable,1
201,service,0
201,capacity,1
202,speed,5
202,clean,1
202,calm,1
202,comfortable,3
202,service,2
202,capacity,5
203,speed,3
203,clean,0
203,calm,3
203,comfortable,1
203,service,0
203,capacity,1
204,speed,0
204,clean,2
204,calm,4
204,comfortable,3
204,service,3
204,capacity,3
205,speed,5
205,clean,4
205,calm,5
205,comfortable,3
205,service,2
205,capacity,3
206,speed,4
206,clean,3
206,calm,3
206,comfortable,0
206,service,3
206,capacity,3
207,speed,0
207,clean,2
207,calm,5
207,comfortable,2
207,service,5
207,capacity,5
208,speed,0
208,clean,5
208,calm,3
208,comfortable,2
208,service,5
208,capacity,4
209,speed,1
209,clean,2
209,calm,2
209,comfortable,0
209,service,5
209,capacity,1
210,speed,2
210,clean,5
210,calm,0
210,comfortable,5
210,service,3
210,capacity,1
211,speed,5
211,clean,3
211,calm,5
211,comfortable,4
211,service,1
211,capacity,5
212,speed,4
212,clean,2
212,calm,2
212,comfortable,3
212,service,0
212,capacity,4
213,speed,4
213,clean,4
213,calm,2
213,comfortable,3
213,service,3
213,capacity,4
214,speed,2
214,clean,5
214,calm,4
214,comfortable,2
214,service,0
214,capacity,4
215,speed,2
215,clean,4
215,calm,1
215,comfortable,4
215,service,1
215,capacity,3
216,speed,0
216,clean,5
216,calm,2
216,comfortable,4
216,service,1
216,capacity,0
217,speed,0
217,clean,5
217,calm,4
217,comfortable,3
217,service,1
217,capacity,0
218,speed,4
218,clean,3
218,calm,0
218,comfortable,4
218,service,2
218,capacity,4
219,speed,1
219,clean,3
219,calm,1
219,comfortable,2
219,service,2
219,capacity,3
220,speed,1
220,clean,1
220,calm,2
220,comfortable,3
220,service,1
220,capacity,1
221,speed,2
221,clean,4
221,calm,3
221,comfortable,5
221,service,0
221,capacity,5
222,speed,3
222,clean,5
222,calm,2
222,comfortable,5
222,service,5
222,capacity,5
223,speed,3
223,clean,5
223,calm,1
223,comfortable,4
223,service,2
223,capacity,0
224,speed,4
224,clean,3
224,calm,2
224,comfortable,0
224,service,2
224,capacity,5
225,speed,0
225,clean,4
225,calm,1
225,comfortable,4
225,service,1
225,capacity,4
226,speed,1
226,clean,0
226,calm,4
226,comfortable,0
226,service,2
226,capacity,4
227,speed,4
227,clean,0
227,calm,5
227,comfortable,2
227,service,0
227,capacity,0
228,speed,1
228,clean,5
228,calm,0
228,comfortable,0
228,service,4
228,capacity,2
229,speed,5
229,clean,4
229,calm,3
229,comfortable,4
229,service,3
229,capacity,1
230,speed,5
230,clean,3
230,calm,0
230,comfortable,5
230,service,0
230,capacity,2
231,speed,2
231,clean,4
231,calm,0
231,comfortable,5
231,service,5
231,capacity,4
232,speed,1
232,clean,5
232,calm,1
232,comfortable,1
232,service,0
232,capacity,4
233,speed,4
233,clean,0
233,calm,0
233,comfortable,0
233,service,0
233,capacity,5
234,speed,0
234,clean,4
234,calm,5
234,comfortable,1
234,service,5
234,capacity,2
235,speed,4
235,clean,2
235,calm,4
235,comfortable,3
235,service,4
235,capacity,1
236,speed,0
236,clean,5
236,calm,5
236,comfortable,0
236,service,5
236,capacity,2
237,speed,1
237,clean,5
237,calm,0
237,comfortable,2
237,service,1
237,capacity,2
238,speed,1
238,clean,3
238,calm,4
238,comfortable,4
238,service,4
238,capacity,2
239,speed,4
239,clean,0
239,calm,0
239,comfortable,3
239,service,5
239,capacity,4
240,speed,0
240,clean,3
240,calm,2
240,comfortable,5
240,service,1
240,capacity,1
241,speed,5
241,clean,3
241,calm,3
241,comfortable,5
241,service,5
241,capacity,5
242,speed,5
242,clean,3
242,calm,0
242,comfortable,2
242,service,2
242,capacity,0
243,speed,5
243,clean,1
243,calm,4
243,comfortable,2
243,service,1
243,capacity,3
244,speed,1
244,clean,3
244,calm,3
244,comfortable,5
244,service,5
244,capacity,5
245,speed,3
245,clean,3
245,calm,0
245,comfortable,0
245,service,0
245,capacity,2
246,speed,4
246,clean,3
246,calm,1
246,comfortable,4
246,service,2
246,capacity,4
247,speed,4
247,clean,3
247,calm,3
247,comfortable,3
247,service,5
247,capacity,0
248,speed,3
248,clean,1
248,calm,0
248,comfortable,2
248,service,5
248,capacity,4
249,speed,5
249,clean,2
249,calm,4
249,comfortable,2
249,service,2
249,capacity,5
250,speed,3
250,clean,4
250,calm,1
250,comfortable,2
250,service,5
250,capacity,4
251,speed,4
251,clean,2
251,calm,2
251,comfortable,1
251,service,0
251,capacity,0
252,speed,1
252,clean,3
252,calm,4
252,comfortable,3
252,service,0
252,capacity,3
253,speed,0
253,clean,2
253,calm,4
253,comfortable,2
253,service,1
253,capacity,0
254,speed,3
254,clean,0
254,calm,2
254,comfortable,5
254,service,3
254,capacity,4
255,speed,2
255,clean,0
255,calm,1
255,comfortable,2
255,service,3
255,capacity,3
256,speed,5
256,clean,4
256,calm,2
256,comfortable,4
256,service,3
256,capacity,4
257,speed,4
257,clean,0
257,calm,3
257,comfortable,1
257,service,1
257,capacity,0
258,speed,1
258,clean,2
258,calm,5
258,comfortable,3
258,service,0
258,capacity,4
259,speed,4
259,clean,0
259,calm,0
259,comfortable,4
259,service,5
259,capacity,5
260,speed,4
260,clean,3
260,calm,1
260,comfortable,4
260,service,2
260,capacity,0
261,speed,4
261,clean,5
261,calm,0
261,comfortable,5
261,service,1
261,capacity,2
262,speed,4
262,clean,3
262,calm,3
262,comfortable,3
262,service,2
262,capacity,0
263,speed,5
263,clean,2
263,calm,2
263,comfortable,5
263,service,3
263,capacity,2
264,speed,0
264,clean,1
264,calm,1
264,comfortable,2
264,service,2
264,capacity,0
265,speed,3
265,clean,2
265,calm,4
265,comfortable,1
265,service,5
265,capacity,1
266,speed,4
266,clean,4
266,calm,5
266,comfortable,4
266,service,2
266,capacity,5
267,speed,1
267,clean,5
267,calm,2
267,comfortable,4
267,service,5
267,capacity,0
268,speed,0
268,clean,3
268,calm,3
268,comfortable,0
268,service,1
268,capacity,4
269,speed,5
269,clean,3
269,calm,5
269,comfortable,4
269,service,1
269,capacity,5
270,speed,2
270,clean,2
270,calm,4
270,comfortable,5
270,service,4
270,capacity,1
271,speed,5
271,clean,1
271,calm,1
271,comfortable,2
271,service,1
271,capacity,0
272,speed,4
272,clean,3
272,calm,5
272,comfortable,3
272,service,1
272,capacity,0
273,speed,3
273,clean,3
273,calm,1
273,comfortable,1
273,service,5
273,capacity,2
274,speed,5
274,clean,1
274,calm,0
274,comfortable,4
274,service,2
274,capacity,4
275,speed,1
275,clean,1
275,calm,2
275,comfortable,4
275,service,4
275,capacity,0
276,speed,2
276,clean,4
276,calm,0
276,comfortable,5
276,service,1
276,capacity,2
277,speed,3
277,clean,1
277,calm,5
277,comfortable,0
277,service,3
277,capacity,0
278,speed,1
278,clean,3
278,calm,0
278,comfortable,2
278,service,1
278,capacity,1
279,speed,5
279,clean,3
279,calm,2
279,comfortable,5
279,service,3
279,capacity,2
280,speed,5
280,clean,2
280,calm,0
280,comfortable,5
280,service,4
280,capacity,0
281,speed,5
281,clean,4
281,calm,5
281,comfortable,3
281,service,0
281,capacity,2
282,speed,5
282,clean,1
282,calm,3
282,comfortable,0
282,service,4
282,capacity,1
283,speed,2
283,clean,1
283,calm,2
283,comfortable,3
283,service,2
283,capacity,0
284,speed,0
284,clean,4
284,calm,0
284,comfortable,1
284,service,2
284,capacity,5
285,speed,4
285,clean,5
285,calm,1
285,comfortable,5
285,service,3
285,capacity,4
286,speed,5
286,clean,5
286,calm,2
286,comfortable,1
286,service,2
286,capacity,2
287,speed,2
287,clean,0
287,calm,3
287,comfortable,5
287,service,3
287,capacity,0
288,speed,0
288,clean,4
288,calm,4
288,comfortable,2
288,service,2
288,capacity,5
289,speed,0
289,clean,1
289,calm,5
289,comfortable,4
289,service,0
289,capacity,3
290,speed,1
290,clean,5
290,calm,2
290,comfortable,4
290,service,1
290,capacity,4
291,speed,5
291,clean,1
291,calm,1
291,comfortable,4
291,service,0
291,capacity,3
292,speed,1
292,clean,4
292,calm,0
292,comfortable,3
292,service,1
292,capacity,3
293,speed,2
293,clean,4
293,calm,3
293,comfortable,1
293,service,3
293,capacity,1
294,speed,2
294,clean,2
294,calm,0
294,comfortable,1
294,service,4
294,capacity,3
295,speed,3
295,clean,2
295,calm,5
295,comfortable,0
295,service,2
295,capacity,1
296,speed,0
296,clean,1
296,calm,4
296,comfortable,4
296,service,1
296,capacity,0
297,speed,0
297,clean,2
297,calm,4
297,comfortable,2
297,service,5
297,capacity,1
298,speed,3
298,clean,1
298,calm,2
298,comfortable,4
298,service,2
298,capacity,1
299,speed,0
299,clean,1
299,calm,0
299,comfortable,2
299,service,5
299,capacity,0
300,speed,2
300,clean,5
300,calm,0
300,comfortable,1
300,service,2
300,capacity,0
301,speed,5
301,clean,0
301,calm,3
301,comfortable,4
301,service,4
301,capacity,5
302,speed,4
302,clean,3
302,calm,1
302,comfortable,4
302,service,0
302,capacity,1
303,speed,5
303,clean,1
303,calm,5
303,comfortable,5
303,service,5
303,capacity,5
304,speed,5
304,clean,5
304,calm,1
304,comfortable,4
304,service,3
304,capacity,3
305,speed,0
305,clean,1
305,calm,2
305,comfortable,1
305,service,0
305,capacity,1
306,speed,5
306,clean,2
306,calm,5
306,comfortable,5
306,service,1
306,capacity,0
307,speed,2
307,clean,2
307,calm,1
307,comfortable,4
307,service,3
307,capacity,0
308,speed,2
308,clean,2
308,calm,2
308,comfortable,1
308,service,2
308,capacity,5
309,speed,2
309,clean,3
309,calm,0
309,comfortable,1
309,service,5
309,capacity,0
310,speed,0
310,clean,2
310,calm,5
310,comfortable,5
310,service,4
310,capacity,3
311,speed,1
311,clean,5
311,calm,4
311,comfortable,2
311,service,0
311,capacity,2
312,speed,3
312,clean,1
312,calm,5
312,comfortable,4
312,service,1
312,capacity,4
313,speed,4
313,clean,4
313,calm,1
313,comfortable,5
313,service,1
313,capacity,3
314,speed,0
314,clean,3
314,calm,1
314,comfortable,4
314,service,3
314,capacity,4
315,speed,0
315,clean,1
315,calm,1
315,comfortable,1
315,service,2
315,capacity,2
316,speed,1
316,clean,4
316,calm,0
316,comfortable,2
316,service,4
316,capacity,4
317,speed,3
317,clean,2
317,calm,1
317,comfortable,4
317,service,5
317,capacity,5
318,speed,1
318,clean,4
318,calm,3
